Response ID,"To begin, please tell us which of these is true for your housing during the 2022-2023 academic year?",Do you have someone at CU Boulder you consider a mentor?,What is your likelihood of returning to CU Boulder in fall 2023?,How do you describe your race/ethnicity? Please select all that apply. - Selected Choice,Are you currently receiving financial aid? (Select all that apply),Entry_Type,FirstGen_Status,School_College,Please indicate your level of agreement with each of the following statements. - I belong at CU Boulder.,Please indicate your level of agreement with each of the following statements. - I fit in well at CU Boulder.,Please indicate your level of agreement with each of the following statements. - People at CU Boulder accept me.,Please indicate your level of agreement with each of the following statements. - I feel a connection with the CU Boulder community.,Please indicate your level of agreement with each of the following statements. - People on campus are generally supportive of my individual needs.,Please indicate your level of agreement with each of the following statements. - There are people on campus who are genuinely interested in me as a person.,Please indicate your level of agreement with each of the following statements. - There are people on campus who care about my future.
R_9Ab7idwvjrlJypz,I lived in housing provided by CU for the entire year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_2ctjSrUQwykZGLu,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree
R_VWLPZV9x7sqDg4x,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,1,Program in Exploratory Studies,Agree,Agree,Agree,Agree,Slightly agree,Agree,Slightly agree
R_125QRICPfI4fnOD,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_31Y3EytMtfMu4C7,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_pS5DqHeAkL10dJT,I lived in housing provided by CU for the entire year,No,Likely,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,College Arts & Sciences UGRD,,,,Disagree,,,
R_31NvPEUbwLdpSvJ,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree
R_1LhAVVOhfEvrvLP,I lived in housing provided by CU for the entire year,Yes,Possible,Native Hawaiian or Pacific Islander,No,F,1,College Arts & Sciences UGRD,Agree,Strongly agree,Agree,Agree,Slightly agree,Agree,Slightly agree
R_TdcVUL2MBgElZuN,I lived in housing provided by CU for the entire year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American",No,T,0,Program in Exploratory Studies,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree
R_redYH1NBQHNlStr,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,Coll Engineering & AppSci UGRD,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree
R_0OMVGGUGMqUrGTv,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education),Yes, private loans (through a bank or private lender)",F,0,College Arts & Sciences UGRD,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Agree,Agree,Agree
R_21nQlhNJ0ry2DbR,I lived in housing provided by CU for the entire year,No,Possible,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,College Arts & Sciences UGRD,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Strongly disagree,Disagree
R_1rP9yXBeEX34YUo,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Agree,Strongly agree,Strongly agree
R_116iHPsWBO4ZKu4,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Coll Engineering & AppSci UGRD,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree
R_2AYBkUsHzp8pepp,I did not live in housing provided by CU this year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants",T,0,College Arts & Sciences UGRD,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Slightly disagree,Strongly agree
R_pLZpQ0GpKFxTxIt,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,Program in Exploratory Studies,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_3lzxvUw8gmwWzEE,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Agree
R_1ozsjdmxTZkwmTx,I lived in housing provided by CU for the entire year,No,Certain,White or European American,Not sure,F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree
R_1jVA6qjPbRvi9G0,I lived in housing provided by CU for the entire year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American",No,F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Slightly agree,Agree,Slightly agree
R_p9oHAfqOI9WL6md,I lived in housing provided by CU for the entire year,No,Unlikely,White or European American,"Yes, scholarships and/or grants",T,0,College Arts & Sciences UGRD,Slightly disagree,Slightly agree,Slightly agree,Disagree,Disagree,Disagree,Disagree
R_2S6mT4vg6KaPUfL,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,Program in Exploratory Studies,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree
R_1ewyHXzFmVxwt0l,I lived in housing provided by CU for the entire year,Yes,Certain,Asian or Asian American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,1,College Arts & Sciences UGRD,Strongly agree,Slightly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree
R_1oAVls89TDH3RMK,I lived in housing provided by CU for the entire year,No,Certain,White or European American,Prefer not to state,F,1,Program in Exploratory Studies,Slightly agree,,,,,Slightly agree,Slightly agree
R_3ExOusFek4qjToJ,I lived in housing provided by CU for the entire year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,Middle Eastern or North African",No,F,0,Leeds School of Business UGRD,Agree,Slightly agree,Agree,Agree,Agree,Agree,Agree
R_8HqETKqHFJYYUM1,I lived in housing provided by CU for the entire year,No,Likely,"Hispanic, Latin/a/o/x, or Spanish Origin,Middle Eastern or North African,White or European American","Yes, scholarships and/or grants",F,1,Program in Exploratory Studies,Slightly agree,,Disagree,Disagree,Slightly disagree,Slightly agree,Slightly agree
R_2agVjY6BWA6GrFA,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_1CmvTgS8o6NwmEh,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree
R_29t3JuE1Ltyf4Xy,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,"Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,,Slightly disagree,Agree,Disagree,Slightly agree,Slightly agree,Slightly disagree
R_1o29jBwa4K4JxS3,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,No,F,0,Leeds School of Business UGRD,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree
R_Ap8TqIHLxOoSZOx,I lived in housing provided by CU for the entire year,Yes,Certain,Black or African American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Coll Engineering & AppSci UGRD,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree
R_2B9yoz7kV0GRFXh,I lived in housing provided by CU for the entire year,No,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin,White or European American","Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Leeds School of Business UGRD,Agree,Agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree
R_3fUDmgEVL5LygvL,I lived in housing provided by CU for the entire year,Yes,Almost certain,White or European American,No,F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_3kGs0jBk3lsD1GS,I lived in housing provided by CU for the entire year,Not sure,Likely,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Agree,Slightly disagree,Slightly agree
R_p9Hr118I87S2lEd,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Agree,Slightly agree,Agree,Agree,Agree,Agree,Strongly agree
R_1LIiNccKqzgPkf7,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Agree,Agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Agree
R_27pNPsN4PV90rWZ,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,1,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_2uJpg337abqgyRp,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_6YvrdNN2kIS9Vx7,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,Program in Exploratory Studies,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_2PoruAu0yu6v1AO,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,College Arts & Sciences UGRD,Strongly agree,Agree,Agree,Agree,Agree,Agree,Slightly agree
R_uz6ke0j1jVjNcPL,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_a4wog9rH4Y6mzKx,I did not live in housing provided by CU this year,No,Unlikely,White or European American,"Yes, scholarships and/or grants",T,0,College Arts & Sciences UGRD,Slightly agree,Strongly agree,Strongly agree,Slightly agree,,Strongly agree,
R_3fpbBnNiGTHHJkv,I lived in housing provided by CU for the entire year,Yes,Certain,"Hispanic, Latin/a/o/x, or Spanish Origin",No,F,1,Leeds School of Business UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_1Cw3jYPhufoef2u,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_2PedEYn2hbsvy9r,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,"Yes, scholarships and/or grants,Yes, federal loans (through Department of Education)",F,0,Leeds School of Business UGRD,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree
R_2q2hBN5EqM1mEv4,I lived in housing provided by CU for the entire year,Not sure,Possible,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Agree,Agree,Agree
R_2aLTflLTQ8wrjFj,I lived in housing provided by CU for the entire year,Yes,Possible,"Hispanic, Latin/a/o/x, or Spanish Origin","Yes, private loans (through a bank or private lender)",F,0,College Arts & Sciences UGRD,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
R_1rfdREoOhMwxanR,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,No,F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_2VK1DytvCLgMBkY,I lived in housing provided by CU for the entire year,No,Certain,White or European American,Prefer not to state,F,0,Program in Exploratory Studies,Slightly agree,Agree,Slightly agree,Slightly agree,,Slightly agree,
R_12hAqdMFDCf2ug3,I lived in housing provided by CU for the entire year,Yes,Certain,White or European American,No,F,0,"Coll of Media,Comm&Info UGRD",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
R_bpy3l5tR0fwRhGp,I did not live in housing provided by CU this year,No,,,,T,0,Program in Exploratory Studies,,,,,,,
R_2EbGPPjynmEXce4,I lived in housing provided by CU for the entire year,No,Almost certain,Asian or Asian American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_3012Z2E0pmWAGA9,I lived in housing provided by CU for the entire year,No,Certain,Asian or Asian American,No,F,0,College Arts & Sciences UGRD,Agree,Slightly agree,Agree,Agree,Slightly disagree,Slightly agree,
R_2vcvcMdKdK8KYxJ,I lived in housing provided by CU for the entire year,No,Certain,White or European American,No,F,0,Coll Engineering & AppSci UGRD,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,Agree
R_2fHUvFxkXqNLUnx,I lived in housing provided by CU for the entire year,Not sure,Certain,White or European American,"Yes, scholarships and/or grants",F,0,Leeds School of Business UGRD,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
R_2DMmxb8oXAEXenq,I lived in housing provided by CU for part of the year,No,Certain,White or European American,No,F,0,Coll Engineering & AppSci UGRD,Agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Agree,Slightly agree
R_CdAEDfQb6YtEZPz,I lived in housing provided by CU for the entire year,No,Certain,"Black or African American,Hispanic, Latin/a/o/x, or Spanish Origin","Yes, scholarships and/or grants",F,0,Coll Engineering & AppSci UGRD,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
R_2PdNDGKMU0hb2lf,I did not live in housing provided by CU this year,Yes,Certain,White or European American,No,T,0,College Arts & Sciences UGRD,Agree,Agree,Agree,Agree,Slightly agree,Agree,Agree
R_2Qsz3cyDYcbVBRv,I did not live in housing provided by CU this year,Not sure,Certain,White or European American,No,T,0,College Arts & Sciences UGRD,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Strongly agree,Strongly agree
R_2pX1j8wGuzeXwD4,I lived in housing provided by CU for the entire year,No,Certain,White or European American,"Yes, scholarships and/or grants",F,0,College Arts & Sciences UGRD,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree
R_2zUeU1w09kU4xlP,I lived in housing provided by CU for the entire year,No,Almost certain,White or European American,"Yes, federal loans (through Department of Education)",F,0,Program in Exploratory Studies,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
